bookId,title,series,author,rating,description,language,isbn,genres,characters,,,pages,,,firstPublishDate,awards,,,,,coverImg
18254.Oliver_Twist,Oliver Twist,,"Charles Dickens, Philip Horne (Introduction), Gerald Dickens (Narrator), æŸ¥å°”æ–¯Â·ç‹„æ›´æ–¯, å´å€©å“ (Translator)",3.87,"A gripping portrayal of London's dark criminal underbelly, published in Penguin Classics with an introduction by Philip Horne.The story of Oliver Twist - orphaned, and set upon by evil and adversity from his first breath - shocked readers when it was published. After running away from the workhouse and pompous beadle Mr Bumble, Oliver finds himself lured into a den of thieves peopled by vivid and memorable characters - the Artful Dodger, vicious burglar Bill Sikes, his dog Bull's Eye, and prostitute Nancy, all watched over by cunning master-thief Fagin. Combining elements of Gothic Romance, the Newgate Novel and popular melodrama, Dickens created an entirely new kind of fiction, scathing in its indictment of a cruel society, and pervaded by an unforgettable sense of threat and mystery.This Penguin Classics edition of Oliver Twist is the first critical edition to faithfully reproduce the text as its earliest readers would have encountered it from its serialisation in Bentley's Miscellany, and includes an introduction by Philip Horne, a glossary of Victorian thieves' slang, a chronology of Dickens's life, a map of contemporary London and all of George Cruikshank's original illustrations.For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",English,1.00E+13,"['Classics', 'Fiction', 'Historical Fiction', 'Literature', 'Novels', '19th Century', 'Classic Literature', 'British Literature', 'Victorian', 'Historical']","['Oliver Twist', 'Artful Dodger', 'Rose Maylie']",,,608,,,10/28/2039,['CityRead London (2012)'],,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327868529l/18254.jpg
338798.Ulysses,Ulysses,,"James Joyce, Morris L. Ernst (Foreword), John M. Woolsey (Foreword)",3.73,"Loosely based on the Odyssey, this landmark of modern literature follows ordinary Dubliners in 1904. Capturing a single day in the life of Dubliner Leopold Bloom, his friends Buck Mulligan and Stephen Dedalus, his wife Molly, and a scintillating cast of supporting characters, Joyce pushes Celtic lyricism and vulgarity to splendid extremes. Captivating experimental techniques range from interior monologues to exuberant wordplay and earthy humor. A major achievement in 20th century literature.",English,1.00E+13,"['Classics', 'Fiction', 'Literature', 'Novels', 'Ireland', 'Irish Literature', 'Unfinished', '20th Century', 'Literary Fiction', 'Banned Books']","['Stephen Dedalus', 'Leopold Bloom', 'Marion ""Molly"" Bloom', 'Malachi ""Buck"" Mulligan', 'Mr. Garret Deasy', 'Bantam Lyons', 'Simon Dedalus', 'Myles Crawford', 'William Humble, Earl of Dudley', 'Hugh ""Blazes"" Boylan', 'The Citizen', 'Gerty MacDowell', 'Mina Purefoy', 'John Corley', 'D.B. Murphy', 'Matthew Lenehan', 'Fr. Bernard Vaughan', 'James Fitzharris', 'Fanny Moody', 'Charles Manners', 'Haines', 'Thomas ""Tommy"" Caffrey', 'John ""Jacky"" Caffrey', 'Martha Clifford', 'Mr. Power', 'Patrick Dignam', 'Patrick Aloysius Dignam, jnr.', 'Martin Cunningham', 'Fr. John Conmee', 'Bridget ""Bridie"" Kelly', ""J.J. O'Molloy"", 'Mary Dedalus', 'George Russell', 'Stephen Daedalus', 'Stephen MacKenna', 'Mr Leopold Bloom', ""Mr Joseph M'Carthy Hynes"", 'Mrs Marion Bloom', 'Mr Simon Dedalus', 'Alf Bergan', 'Buck Mulligan', 'Blazes Boylan', 'Mr Garrett Deasy', 'Mr Power', 'Millie Bloom', 'Boylan', 'Mr Paddy Dignam', ""Terence O'Ryan"", 'Davy Byrne', 'Bob Doran', 'Mr Thomas Kernan', 'Ned Lambert', 'T. Lenehan', 'Mr Oâ€™madden Burke', 'Garrett Deasy', 'Mrs Josephine Breen', 'Benjamin Dollard', ""J. J. O'Molloy"", 'John Eglinton', 'Mr V. Lynch', 'Edy Boardman', 'Tommy Caffrey', 'Cissy Caffrey', 'Jacky Caffrey', 'Mrs Bella Cohen', 'Richard Crookback', 'Richie Goulding', 'Walter Sexton', 'John Henry Menton', 'Sara (Sally) Goulding', ""Episode Twelve's Nameless Narrator"", 'Mina Kennedy', 'Lydia Douce', 'Zoe Higgins', 'Mrs. Dignam', 'Paddy Dignam', 'Kitty Ricketts', 'Josie (Powell) Breen', 'Denis Breen', 'Dilly, Katey, Boody, and Maggy Dedalus', 'Mr Cornelius Kelleher', 'Thomas W. Lyster', 'Joseph P. Nannetti', 'Florry Talbot', 'Tom Rochford', 'Barney Kiernan', 'Mr Fox', 'Mr Hornblower', 'Mother Grogan', 'Master Boardman', 'Mrs Stoer', 'Signor Maffei', 'Gerald Ward A.D.C.', 'Jacob Halliday', 'Joseph Glynn', 'Ann Hathaway', 'Mr Bello', 'Brian Cooper Tweedy', 'Kevin Egan', 'Father Conroy', 'Almidano Artifoni', 'Luke Doyle', 'Alexander J. Keyes', 'Gerald Fitzgibbon', ""Henry Joy M'Cracken"", ""Larry O'Rourke"", 'Miss Whelan', 'Red Murray', 'Lizzie Twigg', 'John Howard Parnell', 'John F Taylor', 'MacHugh', 'Longworth', 'Michael E. Geraghty', 'Antonio Pabaiotti', 'Magennis', 'Mr Allfours', 'Mrs Fleming', 'Alderman John Hooper', 'Gumley', 'Ruttledge', 'Owen Goldberg', 'Gordon Bennett', 'Nannan', 'Floey Dillon', 'Frank Costello', 'Dan Dawson', 'Mr Russell', 'Mrs Riordan', 'Master Abraham Chatterton', 'Mrs Bandmann Palmer', 'Howard de Walden', 'Mrs Mervyn Talboys', 'Joe Brady', 'Mr Denis J Maginni', 'Marie Kendall', ""Canon O'Hanlon"", 'Bald Pat', 'Punch Costello', 'Mr David Sheehy', 'Monsieur Moore', 'Samuel Childs', 'Jack Joe Harry Mulvey', 'Cyril Sargent', 'Alec Bannon', 'Pisser Burke', 'Theodore Purefoy', 'Virag Lipoti', 'Val Dillon', 'Mrs Yelverton Barry', 'Moses Mendelssohn', 'Lipoti Virag', 'Mrs Reggy Wylie T. C. D.', 'Michael Gunn', 'Pulbrook Robertson', 'Mrs Florence MacCabe', 'Bob Cowley', 'J. Citron', 'Terence Mulcahy', 'Mrs Mina Purefoy', 'Mr Joseph Cuffe', 'George Lidwell', 'Dick Tivy', 'Chris Callinan', 'Mr Philip Beaufoy', 'Synge', 'Father Dolan', 'Sam Bohee', 'Hoppy Holohan', 'James Kavanagh', 'Nelly Bouverist', 'Reuben J Dodd', 'Moses Herzog', 'Dilly Dedalus', ""James O'Connor"", 'Bernard Corrigan', 'Paul de Kock', 'Lorcan Sherlock', 'James Stephens', 'Rudolph Bloom', 'John Wyse Nolan', 'Mrs Norman W. Tupper', 'Marcus Tertius Moses', 'Seymour Bushe', 'Georgina Johnson', 'Victoria Frances', 'Mrs Thornton', 'Philip Gilligan', ""Mrs Ellen M'Guinness"", 'Master Francis Beaumont', 'Gerald Fitzedward', 'Myler Keogh', 'Arthur Edmund', 'Joe Chamberlain', 'Mrs Quigley', ""Leopold M'Intosh"", ""Cashel Boyle O'Connor Fitzmaurice Tisdall Farrell"", 'George Robert Mesias', 'Susy Nagle', 'Boody Dedalus', 'Bertha Supple', 'E. Dowden', 'Dr Francis Brady', 'Dlugacz', 'Mr Crimmins', 'Skin-the-Goat Fitzharris', 'Mrs Bellingham', 'Mrs Joe Gallaher', 'Mat Dillon', 'Penelope Rich', 'Charley Kavanagh', ""Frank O'Hara"", 'Brunny Lynam', 'Davy Stephens', 'Mr Eugene Stratton', 'Mary Driscoll', 'Father Coffey', 'Mr Dainty Dixon', 'Percy Apjohn', 'Andrew Horne', 'Papli', 'Mrs Miriam Dandrade', 'Milly Bloom', 'Mr Delegate Madden', 'Roger Greene', 'Miss Callan', 'Bartell Darcy', 'Mrs Rubio', 'Bernard Vaughan', 'Bushe', 'Rathgar', 'P. Mastiansky', 'Jimmy Henry', 'Timothy Harrington', 'Patrice Egan', 'Patsy Caliban', 'Edward Fitzgerald', 'Mr Best', 'Mr Justice Fitzgibbon', 'Bridie Kelly', 'Mr Hugh C Haines Love M. A.', 'Mountjoy', 'Owen Garry', 'John Fanning', 'Talbot de Malahide', 'Katherine Brophy', 'John Conmee S.J.', 'Stephen Daedalus', 'Stephen MacKenna', 'Mr Leopold Bloom', ""Mr Joseph M'Carthy Hynes"", 'Mrs Marion Bloom', 'Mr Simon Dedalus', 'Alf Bergan', 'Buck Mulligan', 'Blazes Boylan', 'Mr Garrett Deasy', 'Mr Power', 'Millie Bloom', 'Boylan', 'Mr Paddy Dignam', 'Mr. Joyce', ""Terence O'Ryan"", 'Davy Byrne', 'Bob Doran', 'Mr Thomas Kernan', 'Ned Lambert', 'T. Lenehan', 'Mr Oâ€™madden Burke', 'Garrett Deasy', 'Mrs Josephine Breen', 'Benjamin Dollard', ""J. J. O'Molloy"", 'John Eglinton', 'Mr V. Lynch', 'Edy Boardman', 'Tommy Caffrey', 'Cissy Caffrey', 'Jacky Caffrey', 'Mrs Bella Cohen', 'Joe Hynes', 'Richard Crookback', 'Richie Goulding', 'Walter Sexton', 'John Henry Menton', 'Sara (Sally) Goulding', ""Episode Twelve's Nameless Narrator"", 'Mina Kennedy', 'Lydia Douce', 'Zoe Higgins', 'Mrs. Dignam', 'Paddy Dignam', 'Kitty Ricketts', 'Josie (Powell) Breen', 'Denis Breen', 'Dilly, Katey, Boody, and Maggy Dedalus', 'Mr Cornelius Kelleher', 'Thomas W. Lyster', 'Joseph P. Nannetti', 'Florry Talbot', 'Tom Rochford', 'Barney Kiernan', 'Mr Fox', 'Mr Hornblower', 'Mother Grogan', 'Master Boardman', 'Jack Mooney', 'Mrs Stoer', 'Moses Maimonides', 'Signor Maffei', 'Gerald Ward A.D.C.', 'Jacob Halliday', 'Joseph Glynn', 'Ann Hathaway', 'Mr Bello', 'Brian Cooper Tweedy', 'Kevin Egan', 'Father Conroy', 'Almidano Artifoni', 'Luke Doyle', 'Alexander J. Keyes', 'Gerald Fitzgibbon', 'Frederick Falkiner', ""Henry Joy M'Cracken"", ""Larry O'Rourke"", 'Miss Whelan', 'Red Murray', 'Lizzie Twigg', 'John Howard Parnell', 'John F Taylor', 'MacHugh', 'Longworth', 'Michael E. Geraghty', 'Antonio Pabaiotti', 'Magennis', 'Mr Allfours', 'Mrs Fleming', 'Alderman John Hooper', 'Gumley', 'Ruttledge', 'Owen Goldberg', 'Gordon Bennett', 'Nannan', 'Floey Dillon', 'Frank Costello', 'Dan Dawson', 'Mr Russell', 'Mrs Riordan', 'Master Abraham Chatterton', 'Mrs Bandmann Palmer', 'Howard de Walden', 'Vincent Lenehan', 'Mrs Mervyn Talboys', 'Joe Brady', 'Mr Denis J Maginni', 'Marie Kendall', ""Canon O'Hanlon"", 'Bald Pat', 'Punch Costello', 'Mr David Sheehy', 'Monsieur Moore', 'Samuel Childs', 'Jack Joe Harry Mulvey', 'Cyril Sargent', 'Alec Bannon', 'Pisser Burke', 'Theodore Purefoy', 'Virag Lipoti', 'Val Dillon', 'Mrs Yelverton Barry', 'Moses Mendelssohn', 'Lipoti Virag', 'Mrs Reggy Wylie T. C. D.', 'Michael Gunn', 'Pulbrook Robertson', 'Mrs Florence MacCabe', 'Bob Cowley', 'J. Citron', 'Terence Mulcahy', 'Mrs Mina Purefoy', 'Mr Joseph Cuffe', 'George Lidwell', 'Dick Tivy', 'Chris Callinan', 'Mr Philip Beaufoy', 'Synge', 'Father Dolan', 'Sam Bohee', 'Hoppy Holohan', 'James Kavanagh', 'Nelly Bouverist', 'Reuben J Dodd', 'Moses Herzog', 'Dilly Dedalus', ""James O'Connor"", 'Bernard Corrigan', 'Paul de Kock', 'Nosey Flynn', 'Lorcan Sherlock', 'James Stephens', 'Rudolph Bloom', 'John Wyse Nolan', 'Mrs Norman W. Tupper', 'Marcus Tertius Moses', 'Seymour Bushe', 'Georgina Johnson', 'Victoria Frances', 'Mrs Thornton', 'Philip Gilligan', ""Mrs Ellen M'Guinness"", 'Master Francis Beaumont', 'Gerald Fitzedward', 'Robert Emmet', 'Myler Keogh', 'Arthur Edmund', 'Joe Chamberlain', 'Mrs Quigley', ""Leopold M'Intosh"", ""Cashel Boyle O'Connor Fitzmaurice Tisdall Farrell"", 'George Robert Mesias', 'Susy Nagle', 'Boody Dedalus', 'Bertha Supple', 'E. Dowden', 'Dr Francis Brady', 'Dlugacz', 'Mr Crimmins', 'Skin-the-Goat Fitzharris', 'Mrs Bellingham', 'Mrs Joe Gallaher', 'Mat Dillon', 'Penelope Rich', 'Charley Kavanagh', ""Frank O'Hara"", 'Brunny Lynam', 'Davy Stephens', 'Mr Eugene Stratton', 'Mary Driscoll', 'Father Coffey', 'Mr Dainty Dixon', 'Percy Apjohn', 'Andrew Horne', 'Papli', 'Mrs Miriam Dandrade', 'Milly Bloom', 'Mr Delegate Madden', 'Roger Greene', 'Paddy Leonard', 'Miss Callan', 'Bartell Darcy', 'Mrs Rubio', 'Bernard Vaughan', 'Bushe', 'Rathgar', 'P. Mastiansky', 'Jimmy Henry', 'Timothy Harrington', 'Patrice Egan', 'Patsy Caliban', 'Edward Fitzgerald', 'Mr Best', 'Mr Justice Fitzgibbon', 'Bridie Kelly', 'Mr Hugh C Haines Love M. A.', 'Mountjoy', 'Owen Garry', 'John Fanning', 'Talbot de Malahide', 'Katherine Brophy', 'John Conmee S.J.', 'Robert Emmet']",,,783,,,2/2/2022,['ÐÐ°Ñ†Ð¸Ð¾Ð½Ð°Ð»Ð½Ð° Ð½Ð°Ð³Ñ€Ð°Ð´Ð° â€žÐ¥Ñ€Ð¸ÑÑ‚Ð¾ Ð“. Ð”Ð°Ð½Ð¾Ð²â€œ for ÐŸÑ€ÐµÐ²Ð¾Ð´Ð½Ð° Ñ…ÑƒÐ´Ð¾Ð¶ÐµÑÑ‚Ð²ÐµÐ½Ð° Ð»Ð¸Ñ‚ÐµÑ€Ð°Ñ‚ÑƒÑ€Ð° (2004)'],,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428891345l/338798.jpg
295.Treasure_Island,Treasure Island,,"Robert Louis Stevenson, David W. Whitehead (Introduction), Richard S. Hartmetz (Goodreads Author) (Editor)",3.83,"""For sheer storytelling delight and pure adventure, Treasure Island has never been surpassed. From the moment young Jim Hawkins first encounters the sinister Blind Pew at the Admiral Benbow Inn until the climactic battle for treasure on a tropic isle, the novel creates scenes and characters that have fired the imaginations of generations of readers. Written by a superb prose stylist, a master of both action and atmosphere, the story centers upon the conflict between good and evil - but in this case a particularly engaging form of evil. It is the villainy of that most ambiguous rogue Long John Silver that sets the tempo of this tale of treachery, greed, and daring. Designed to forever kindle a dream of high romance and distant horizons, Treasure Island is, in the words of G. K. Chesterton, 'the realization of an ideal, that which is promised in its provocative and beckoning map; a vision not only of white skeletons but also green palm trees and sapphire seas.' G. S. Fraser terms it 'an utterly original book' and goes on to write: 'There will always be a place for stories like Treasure Island that can keep boys and old men happy.'",English,9.78E+12,"['Classics', 'Fiction', 'Adventure', 'Young Adult', 'Historical Fiction', 'Childrens', 'Literature', 'Pirates', 'Fantasy', 'Novels']","['Jim Hawkins', 'Billy Bones', 'Doctor Livesey', 'Captain Smollet', 'Squire John Trelawney', 'Ben Gunn', 'Long John Silver']",,,311,,,10/28/1979,"['Odyssey Award Nominee (2008)', 'PrÃªmio Jabuti Nominee for AdaptaÃ§Ã£o (2017)', 'Audie Award for Classic (2008)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485248909l/295.jpg
10818853-fifty-shades-of-grey,Fifty Shades of Grey,Fifty Shades #1,E.L. James (Goodreads Author),3.66,"When literature student Anastasia Steele goes to interview young entrepreneur Christian Grey, she encounters a man who is beautiful, brilliant, and intimidating. The unworldly, innocent Ana is startled to realize she wants this man and, despite his enigmatic reserve, finds she is desperate to get close to him. Unable to resist Anaâ€™s quiet beauty, wit, and independent spirit, Grey admits he wants her, tooâ€”but on his own terms.Â Shocked yet thrilled by Greyâ€™s singular erotic tastes, Ana hesitates. For all the trappings of successâ€”his multinational businesses, his vast wealth, his loving familyâ€”Grey is a man tormented by demons and consumed by the need to control. When the couple embarks on a daring, passionately physical affair, Ana discovers Christian Greyâ€™s secrets and explores her own dark desires.Erotic, amusing, and deeply moving, the Fifty Shades Trilogy is a tale that will obsess you, possess you, and stay with you forever.This book is intended for mature audiences.",English,9.78E+12,"['Romance', 'Fiction', 'Erotica', 'Adult', 'BDSM', 'Contemporary', 'Chick Lit', 'Contemporary Romance', 'Erotic Romance', 'Adult Fiction']","['Anastasia Steele', 'Christian Grey', 'Kate Kavanagh', 'Elliot Grey', 'JosÃ© Rodriguez', 'Paul Clayton', 'Ray Steele', 'Dr. Grace Trevelyan Grey', 'Jason  Taylor']",,,356,,,,"['All About Romance (AAR) Annual Reader Poll for Best Erotic Romance (tie) (2012)', 'Australian Book Industry Award (ABIA) for International Book (2013)', 'Goodreads Choice Award Nominee for Romance (2011)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385207843l/10818853.jpg
40611463-the-clan-of-the-cave-bear,The Clan of the Cave Bear,Earth's Children #1,Jean M. Auel,4.05,"This novel of awesome beauty and power is a moving saga about people, relationships, and the boundaries of love. Through Jean M. Auel's magnificent storytelling we are taken back to the dawn of modern humans, and with a girl named Ayla we are swept up in the harsh and beautiful Ice Age world they shared with the ones who called themselves the Clan of the Cave Bear. A natural disaster leaves the young girl wandering alone in an unfamiliar and dangerous land until she is found by a woman of the Clan, people very different from her own kind. To them, blond, blue-eyed Ayla looks peculiar and ugly--she is one of the Others, those who have moved into their ancient homeland; but Iza cannot leave the girl to die and takes her with them. Iza and Creb, the old Mog-ur, grow to love her, and as Ayla learns the ways of the Clan and Iza's way of healing, most come to accept her. But the brutal and proud youth who is destined to become their next leader sees her differences as a threat to his authority. He develops a deep and abiding hatred for the strange girl of the Others who lives in their midst, and is determined to get his revenge.",English,B00466HQ2Y,"['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Classics', 'Romance', 'Adventure', 'Prehistoric', 'Adult', 'Novels']","['Ayla', 'Brun', 'Broud', 'Mog-Ur', 'Iza']",,,516,,,5/4/1980,['National Book Award Finalist for First Novel (1981)'],,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529681430l/40611463._SY475_.jpg
62291.A_Storm_of_Swords,A Storm of Swords,A Song of Ice and Fire #3,George R.R. Martin,4.53,"An alternate cover for this isbn can be found here.Here is the third volume in George R.R. Martin's magnificent cycle of novels that includes A Game of Thrones and A Clash of Kings. Together, this series comprises a genuine masterpiece of modern fantasy, destined to stand as one of the great achievements of imaginative fiction.Of the five contenders for power, one is dead, another in disfavor, and still the wars rage as alliances are made and broken. Joffrey sits on the Iron Throne, the uneasy ruler of the Seven Kingdoms. His most bitter rival, Lord Stannis, stands defeated and disgraced, victim of the sorceress who holds him in her thrall. Young Robb still rules the North from the fortress of Riverrun. Meanwhile, making her way across a blood-drenched continent is the exiled queen, Daenerys, mistress of the only three dragons still left in the world. And as opposing forces manoeuver for the final showdown, an army of barbaric wildlings arrives from the outermost limits of civilization, accompanied by a horde of mythical Othersâ€”a supernatural army of the living dead whose animated corpses are unstoppable. As the future of the land hangs in the balance, no one will rest until the Seven Kingdoms have exploded in a veritable storm of swords...",English,9.78E+12,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adult', 'Adventure', 'Dragons', 'Audiobook', 'Epic']","['Brandon Stark', 'Catelyn Stark', 'Tyrion Lannister', 'Daenerys Targaryen', 'Robb Stark', 'Arya Stark', 'Jaime Lannister', 'Joffrey Baratheon', 'Tywin Lannister', 'Stannis Baratheon', 'Melisandre', 'Davos Seaworth', 'Lysa Arryn', 'Petyr Baelish', 'Sansa Stark', 'Varys', 'Hodor', 'Brienne of Tarth', 'Samwell Tarly', 'Sandor Clegane', 'Pyp', 'Grenn', 'Tommen Baratheon', 'Oswell Kettleback', 'Beric Dondarrion', 'Thoros of Myr', 'Jon Snow', 'Cersei Lannister', 'Jorah Mormont']",,,1177,,,8/8/2000,"['Hugo Award Nominee for Best Novel (2001)', 'Nebula Award Nominee for Best Novel (2001)', 'Locus Award for Best Fantasy Novel (2001)', 'Geffen Award for Best Translated Fantasy Book (2002)', 'Premio Ignotus (2006)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571318786l/62291.jpg
2696.The_Canterbury_Tales,The Canterbury Tales,,"Geoffrey Chaucer, Nevill Coghill (Translator)",3.5,"The procession that crosses Chaucer's pages is as full of life and as richly textured as a medieval tapestry. The Knight, the Miller, the Friar, the Squire, the Prioress, the Wife of Bath, and others who make up the cast of characters -- including Chaucer himself -- are real people, with human emotions and weaknesses. When it is remembered that Chaucer wrote in English at a time when Latin was the standard literary language across western Europe, the magnitude of his achievement is even more remarkable. But Chaucer's genius needs no historical introduction; it bursts forth from every page of The Canterbury Tales.If we trust the General Prologue, Chaucer intended that each pilgrim should tell two tales on the way to Canterbury and two tales on the way back. He never finished his enormous project and even the completed tales were not finally revised. Scholars are uncertain about the order of the tales. As the printing press had yet to be invented when Chaucer wrote his works, The Canterbury Tales has been passed down in several handwritten manuscripts.",English,9.78E+12,"['Classics', 'Fiction', 'Poetry', 'Literature', 'School', 'Medieval', 'Short Stories', 'Historical Fiction', 'Classic Literature', 'Read For School']",[],,,521,,,10/28/2000,[],,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1261208589l/2696.jpg
7069.The_World_According_to_Garp,The World According to Garp,,John Irving (Goodreads Author),4.09,"This is the life and times of T. S. Garp, the bastard son of Jenny Fieldsâ€”a feminist leader ahead of her times. This is the life and death of a famous mother and her almost-famous son; theirs is a world of sexual extremesâ€”even of sexual assassinations. It is a novel rich with ""lunacy and sorrow""; yet the dark, violent events of the story do not undermine a comedy both ribald and robust. In more than thirty languages, in more than forty countriesâ€”with more than ten million copies in printâ€”this novel provides almost cheerful, even hilarious evidence of its famous last line: ""In the world according to Garp, we are all terminal cases.""",English,9.78E+12,"['Fiction', 'Classics', 'Contemporary', 'Literature', 'Novels', 'Literary Fiction', 'Humor', 'American', 'Adult Fiction', 'Drama']","['T.S. Garp', 'Jenny Fields', 'Helen Garp', 'Roberta Muldoon']",,,610,,,4/24/1978,"['National Book Award for Fiction (Paperback) (1980)', 'National Book Critics Circle Award Nominee for Fiction (1978)', 'National Book Award Finalist for Fiction (1979)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447234581l/7069._SY475_.jpg
10799.A_Farewell_to_Arms,A Farewell to Arms,,Ernest Hemingway,3.81,"A Farewell to Arms is the unforgettable story of an American ambulance driver on the Italian front and his passion for a beautiful English nurse. Set against the looming horrors of the battlefield - the weary, demoralized men marching in the rain during the German attack on Caporetto; the profound struggle between loyalty and desertionâ€”this gripping, semiautobiographical work captures the harsh realities of war and the pain of lovers caught in its inexorable sweep. Ernest Hemingway famously said that he rewrote his ending to A Farewell to Arms thirty-nine times to get the words right.",English,9.78E+12,"['Classics', 'Fiction', 'Historical Fiction', 'War', 'Literature', 'Novels', 'American', 'Romance', 'Classic Literature', 'School']","['Frederic Henry', 'Catherine Barkley', 'Rinaldi']",,,293,,,10/28/2029,[],,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313714836l/10799.jpg
58696.David_Copperfield,David Copperfield,,"Charles Dickens, Jeremy Tambling (Introduction)",4,"David Copperfield is the story of a young man's adventures on his journey from an unhappy and impoverished childhood to the discovery of his vocation as a successful novelist. Among the gloriously vivid cast of characters he encounters are his tyrannical stepfather, Mr Murdstone; his brilliant, but ultimately unworthy school-friend James Steerforth; his formidable aunt, Betsey Trotwood; the eternally humble, yet treacherous Uriah Heep; frivolous, enchanting Dora Spenlow; and the magnificently impecunious Wilkins Micawber, one of literature's great comic creations. In David Copperfield - the novel he described as his 'favourite child' - Dickens drew revealingly on his own experiences to create one of the most exuberant and enduringly popular works, filled with tragedy and comedy in equal measure. This edition uses the text of the first volume publication of 1850, and includes updated suggestions for further reading, original illustrations by 'Phiz', a revised chronology and expanded notes. In his new introduction, Jeremy Tambling discusses the novel's autobiographical elements, and its central themes of memory and identity.",English,1.00E+13,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', 'Novels', '19th Century', 'British Literature', 'Classic Literature', 'Victorian', 'Audiobook']","['Richard Babley', 'Mr. Barkis', 'Mr. Chillip', 'David Copperfield', 'Mr. Creakle', 'The Rev. Horace Crewler', 'Uriah Heep', 'Mr. Joram', 'Mr. Jorkens', 'Littimer', 'Jack Maldon', 'Mr. Charles Mell', 'Mr. Wilkins  Micawber', 'Master Wilkins Micawber', 'Mr. Mills', 'Mr. Edward Murdstone', 'Mr. Omer', 'Daniel Peggotty', 'Ham Peggotty', 'Mr. Quinion', 'Mr. Francis Spenlow', 'James Steerforth', 'Dr. Strong', 'Mr. Tiffey', 'Thomas Traddles', 'Mr. Wickfield', 'Mrs. Clara Copperfield', 'Mrs. Creakle', 'Miss Creakle', 'Mrs. Crewler', 'Mrs. Crupp', 'Rosa Dartle', 'Little Emily', 'Martha Endell', 'Mrs. Gummidge', 'Mrs. Heep', 'Mrs. Marckleham', 'Mrs. Emma Micawber', 'Miss Emma Micawber', 'Miss Julia Mills', 'Miss Mowcher', 'Miss Jane Murdstone', 'Minnie Omer', 'Clara Peggotty', 'Miss Clarissa Spenlow', 'Miss Dora Spenlow', 'Miss Lavina Spenlow', 'Mrs. Steerforth', 'Mrs. Annie Strong', 'Miss Betsey Trotwood', 'Agnes Wickfield', 'Miss Lavinia', ""Little Em'ly"", 'Mr. Spenlow', 'Miss Dartle', 'Doady', 'Anne Strong', 'Sophy Crewler']",,,882,,,10/28/1950,['Audie Award Nominee for Fiction of Nonfiction Licenses or Distributed for Martin Jarvis (2003)'],,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461452762l/58696._SY475_.jpg
6350972-tote-m-dchen-l-gen-nicht,Tote MÃ¤dchen lÃ¼gen nicht,,"Jay Asher (Goodreads Author), Knut KrÃ¼ger (Ãœbersetzer)",3.92,"You canâ€™t stop the future. You canâ€™t rewind the past.The only way to learn the secret . . . is to press play.Clay Jensen returns home from school to find a strange package with his name on it lying on his porch. Inside he discovers several cassette tapes recorded by Hannah Bakerâ€“his classmate and crushâ€“who committed suicide two weeks earlier. Hannahâ€™s voice tells him that there are thirteen reasons why she decided to end her life. Clay is one of them. If he listens, heâ€™ll find out why. Clay spends the night crisscrossing his town with Hannah as his guide. He becomes a firsthand witness to Hannahâ€™s pain, and as he follows Hannahâ€™s recorded words throughout his town, what he discovers changes his life forever.",German,9.78E+12,"['Young Adult', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Mystery', 'Mental Health', 'Teen', 'Audiobook', 'Romance', 'High School']","['Clay Jensen', 'Hannah Baker', 'Bryce Walker', 'Jessica Davis', 'Justin Foley', 'Tyler Down', 'Courtney Crimsen', 'Alex Standall', 'Mr. Porter', 'Marcus Cooley', 'Zach Dempsey', 'Ryan Shaver', 'Jenny Kurtz']",,,288,,,10/18/2007,"['Georgia Peach Book Award Nominee for Honor book (2009)', 'California Book Award for Young Adult (Silver) (2007)', 'South Carolina Book Award for Young Adult Book (2010)', 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2010)', 'Lincoln Award (2013)', 'Missouri Gateway Readers Award (2010)', 'Oklahoma Sequoyah Award for High School (2010)', 'Premi Protagonista Jove for Categoria 13-14 anys (2011)']",,,,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327917740l/6350972.jpg
